,adult,student,home,extra/student_performance,extra/titanic,extra/breast
VanillaCF,1.8217365694046024,2.138735599517822,1.57287495136261,2.558077163696289,3.2133175039291384,1.2702838850021363
DiverseCF,6.307111048698426,7.110720677375793,4.836098709106445,9.176333613395691,12.506522679328919,4.058734159469605
ProtoCF,2.492587947845459,2.5701733779907228,2.508051896095276,2.609500012397766,2.4789329290390016,2.4155882215499878
VAE-CF,0.0030374592285662,0.0031186711906669,0.0026817062844737,0.0036499163855804257,0.004187527258834497,0.0024437687613747335
CounterfactualNet,0.0010632011934633,0.0012152342434119,0.0007650113698401,0.0016569520798197554,0.0022821907505326208,0.0005368552841506638
