train/train_loss_1_step,train/train_loss_2_step,train/train_loss_3_step,grad_2.0_norm_encoder_model.model.0.block.0.weight,grad_2.0_norm_encoder_model.model.0.block.0.bias,grad_2.0_norm_encoder_model.model.0.block.1.weight,grad_2.0_norm_encoder_model.model.0.block.1.bias,grad_2.0_norm_encoder_model.model.1.block.0.weight,grad_2.0_norm_encoder_model.model.1.block.0.bias,grad_2.0_norm_encoder_model.model.1.block.1.weight,grad_2.0_norm_encoder_model.model.1.block.1.bias,grad_2.0_norm_predictor.0.model.0.block.0.weight,grad_2.0_norm_predictor.0.model.0.block.0.bias,grad_2.0_norm_predictor.0.model.0.block.1.weight,grad_2.0_norm_predictor.0.model.0.block.1.bias,grad_2.0_norm_predictor.1.weight,grad_2.0_norm_predictor.1.bias,grad_2.0_norm_explainer.0.model.0.block.0.weight,grad_2.0_norm_explainer.0.model.0.block.0.bias,grad_2.0_norm_explainer.0.model.0.block.1.weight,grad_2.0_norm_explainer.0.model.0.block.1.bias,grad_2.0_norm_explainer.1.weight,grad_2.0_norm_explainer.1.bias,grad_2.0_norm_total,created_at,val/val_loss_1,val/val_loss_2,val/val_loss_3,val/val_loss,val/pred_accuracy,val/cf_proximity,val/cf_accuracy,val/robustness,val/total_diff_num,epoch,train/p_loss,train/train_loss_1_epoch,train/train_loss_2_epoch,train/train_loss_3_epoch,train/e_loss
0.10861440002918243,0.5340529084205627,0.02296440489590168,0.1153,0.0,0.0084,0.0118,0.0739,0.0,0.0089,0.0135,0.0066,0.0,0.006,0.0093,0.0285,0.0136,0.0172,0.0,0.0028,0.0055,0.0263,0.0005,0.1464,2021-01-17 16:11:24.290691,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:25.077208,0.14020653069019318,0.2781582474708557,0.01815544068813324,0.1606854945421219,0.6085498332977295,12.560715675354004,0.966524600982666,1.0,1109.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:25.172103,,,,,,,,,,0.0,0.20319105684757233,0.13813114166259766,0.532602846622467,0.06029696762561798,0.06562300026416779
0.14183157682418823,0.2953525185585022,0.033234853297472,0.0788,0.0,0.0072,0.01,0.0455,0.0,0.0066,0.0151,0.0088,0.0,0.0027,0.0034,0.014,0.0014,0.0131,0.0,0.0026,0.0056,0.019,0.0003,0.0978,2021-01-17 16:11:26.517023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:27.690961,0.14924247562885284,0.22997701168060303,0.012134404852986336,0.162748783826828,0.6174716353416443,10.942240715026855,0.9825149178504944,1.0,1623.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:27.785810,,,,,,,,,,1.0,0.15907733142375946,0.1327153593301773,0.31169238686561584,0.027235379442572594,0.030352303758263588
0.1281730979681015,0.2922242283821106,0.030239108949899673,0.1069,0.0,0.0099,0.0133,0.0824,0.0,0.0075,0.0227,0.0064,0.0,0.0056,0.007,0.0275,0.0075,0.0194,0.0,0.0039,0.009,0.0244,0.0004,0.1451,2021-01-17 16:11:28.766754,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:30.314319,0.11393621563911438,0.1818481981754303,0.015105987899005413,0.13030511140823364,0.7015422582626343,9.747886657714844,0.9766910076141357,1.0,1213.0,2.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:30.407375,,,,,,,,,,2.0,0.1622789055109024,0.13143467903137207,0.2648714780807495,0.027159234508872032,0.02980794943869114
0.12973815202713013,0.20766474306583405,0.03183990716934204,0.0947,0.0,0.0093,0.0116,0.0591,0.0,0.0052,0.0224,0.0073,0.0,0.0048,0.0063,0.0218,0.0046,0.0141,0.0,0.0035,0.0071,0.0233,0.0004,0.1209,2021-01-17 16:11:30.979950,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:32.876791,0.12423180043697357,0.18422140181064606,0.029081109911203384,0.15573331713676453,0.6782400012016296,9.773353576660156,0.9311891198158264,1.0,1230.0,3.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:32.970229,,,,,,,,,,3.0,0.1572740525007248,0.12736965715885162,0.2275964617729187,0.029347943142056465,0.03162390738725662
0.12698160111904144,0.20035359263420105,0.02326035313308239,0.0725,0.0,0.0088,0.0123,0.0624,0.0,0.006,0.0238,0.0058,0.0,0.0047,0.005,0.02,0.0017,0.0165,0.0,0.004,0.0079,0.0218,0.0002,0.1063,2021-01-17 16:11:33.183357,,,,,,,,,,,,,,,
0.12152399122714996,0.261347234249115,0.027943741530179977,0.0761,0.0,0.0119,0.0145,0.0611,0.0,0.0108,0.0187,0.0095,0.0,0.0025,0.0052,0.0116,0.0033,0.0207,0.0,0.0036,0.0094,0.0215,0.0006,0.1077,2021-01-17 16:11:34.705913,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:35.437382,0.12968574464321136,0.20825685560703278,0.0117759108543396,0.14350369572639465,0.6341044902801514,10.759904861450195,0.9795386791229248,1.0,884.0,4.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:35.531848,,,,,,,,,,4.0,0.15552549064159393,0.12540629506111145,0.25890764594078064,0.029161378741264343,0.031750455498695374
0.14358654618263245,0.2522352635860443,0.026200564578175545,0.0813,0.0,0.0129,0.0155,0.0756,0.0,0.0066,0.0283,0.0069,0.0,0.0039,0.0034,0.0162,0.0076,0.0137,0.0,0.005,0.0117,0.016,0.0003,0.1207,2021-01-17 16:11:36.909145,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:38.009047,0.11843089014291763,0.17501264810562134,0.02075842395424843,0.14070934057235718,0.6623647212982178,9.518942832946777,0.9495400190353394,1.0,1084.0,5.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2021-01-17 16:11:38.101158,,,,,,,,,,5.0,0.15787118673324585,0.12635743618011475,0.22864370048046112,0.030090603977441788,0.03237704187631607
