,diffs,total_nums,robustness
vanilla_cf,11,163,0.9325153374233128
diverse_cf,2,163,0.9877300613496932
proto_cf,3,163,0.9815950920245399
vae_cf,3,163,0.9815950920245399
c_net_cf,0,163,1.0
