,diffs,total_nums,robustness
vanilla_cf,190,3847,0.9506108656095659
diverse_cf,118,5414,0.9782046545991873
proto_cf,53,3001,0.9823392202599134
vae_cf,86,2792,0.9691977077363897
c_net_cf,4,4587,0.9991279703509919
