,diffs,total_nums,robustness
vanilla_cf,43,143,0.6993006993006994
diverse_cf,115,143,0.19580419580419584
proto_cf,101,143,0.29370629370629375
vae_cf,112,143,0.21678321678321677
c_net_cf,2,143,0.986013986013986
