,diffs,total_nums,robustness
vanilla_cf,77,143,0.46153846153846156
diverse_cf,127,143,0.11188811188811187
proto_cf,112,143,0.21678321678321677
vae_cf,132,143,0.07692307692307687
c_net_cf,42,143,0.7062937062937062
